cve_entidad;desc_entidad;cve_municipio;desc_municipio;id_indicador;indicador;año;valor;unidad_medida
21;Puebla;19;Atlixco;6207129641;Porcentaje de la población entre 30 y 59 años con algún tipo de  discapacidad;2020;3.506302901;Porcentaje
21;Puebla;19;Atlixco;6207129642;Porcentaje de la población de 60 años y más con algún tipo de  discapacidad;2020;19.81051735;Porcentaje
21;Puebla;19;Atlixco;6207129643;Porcentaje de la población de 5 y más años migrante según causa: Trabajo;2020;26.32352941;Porcentaje
21;Puebla;19;Atlixco;6207129644;Porcentaje de la población de 5 y más años migrante según causa: Familiar;2020;51.09243697;Porcentaje
21;Puebla;19;Atlixco;6207129645;Porcentaje de la población de 5 y más años migrante según causa: Educativa;2020;6.680672269;Porcentaje
21;Puebla;19;Atlixco;6207129646;Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia;2020;4.68487395;Porcentaje
21;Puebla;19;Atlixco;6207129647;Porcentaje de la población de 5 y más años migrante según causa: Otra causa;2020;8.172268908;Porcentaje
21;Puebla;19;Atlixco;6207129648;Promedio de hijos nacidos vivos por grupo de edad: 15-19;2020;0.14211719;Promedio
21;Puebla;19;Atlixco;6207129649;Promedio de hijos nacidos vivos por grupo de edad: 20-24;2020;0.665227818;Promedio
21;Puebla;19;Atlixco;6207129650;Promedio de hijos nacidos vivos por grupo de edad: 25-29;2020;1.272408613;Promedio
21;Puebla;19;Atlixco;6207129651;Promedio de hijos nacidos vivos por grupo de edad: 30-34;2020;1.793016103;Promedio
21;Puebla;19;Atlixco;6207129652;Promedio de hijos nacidos vivos por grupo de edad: 35-39;2020;2.138991629;Promedio
21;Puebla;19;Atlixco;6207129653;Promedio de hijos nacidos vivos por grupo de edad: 40-44;2020;2.434474124;Promedio
21;Puebla;19;Atlixco;6207129654;Promedio de hijos nacidos vivos por grupo de edad: 45-49;2020;2.745920218;Promedio
21;Puebla;19;Atlixco;6207129812;Porcentaje de viviendas particulares habitadas que disponen de refrigerador;2020;84.03220217;Porcentaje
21;Puebla;19;Atlixco;6207129813;Porcentaje de viviendas particulares habitadas que disponen de lavadora;2020;60.84823928;Porcentaje
21;Puebla;19;Atlixco;6207129818;Porcentaje de la población derechohabiente en Instituto de Salud para el Bienestar (IMSS-PROSPERA o IMSS-BIENESTAR);2020;1.622559467;Porcentaje
21;Puebla;20;Atoyatempan;1001000001;Superficie continental;2020;26.93747165;Kilómetros cuadrados
21;Puebla;20;Atoyatempan;1002000001;Población total;1995;5136;Personas
21;Puebla;20;Atoyatempan;1002000001;Población total;2000;5782;Personas
21;Puebla;20;Atoyatempan;1002000001;Población total;2005;6194;Personas
21;Puebla;20;Atoyatempan;1002000001;Población total;2010;6426;Personas
21;Puebla;20;Atoyatempan;1002000001;Población total;2020;7704;Personas
21;Puebla;20;Atoyatempan;1002000002;Población total hombres;1995;2530;Personas
21;Puebla;20;Atoyatempan;1002000002;Población total hombres;2000;2731;Personas
21;Puebla;20;Atoyatempan;1002000002;Población total hombres;2005;2931;Personas
21;Puebla;20;Atoyatempan;1002000002;Población total hombres;2010;3099;Personas
21;Puebla;20;Atoyatempan;1002000002;Población total hombres;2020;3760;Personas
21;Puebla;20;Atoyatempan;1002000003;Población total mujeres;1995;2606;Personas
21;Puebla;20;Atoyatempan;1002000003;Población total mujeres;2000;3051;Personas
21;Puebla;20;Atoyatempan;1002000003;Población total mujeres;2005;3263;Personas
21;Puebla;20;Atoyatempan;1002000003;Población total mujeres;2010;3327;Personas
21;Puebla;20;Atoyatempan;1002000003;Población total mujeres;2020;3944;Personas
21;Puebla;20;Atoyatempan;1002000004;Porcentaje de población de 15 a 29 años;1995;30.5;No especificada
21;Puebla;20;Atoyatempan;1002000004;Porcentaje de población de 15 a 29 años;2000;28.4;No especificada
21;Puebla;20;Atoyatempan;1002000004;Porcentaje de población de 15 a 29 años;2005;26.7;No especificada
21;Puebla;20;Atoyatempan;1002000004;Porcentaje de población de 15 a 29 años;2010;27.1;No especificada
21;Puebla;20;Atoyatempan;1002000004;Porcentaje de población de 15 a 29 años;2015;27.46128711;No especificada
